State,District,Lat,Lon,Actual,Normal,Dept,Category,Cumulative_Actual,Cumulative_Normal,Cumulative_Dept,Cumulative_Category,Source_Page,SNo,Data_Date,Match_Type,Match_Score
HARYANA,BHIWANI,28.778,75.89,16.3,6.3,159.0,LE,102.8,116.1,-11.0,N,14,2,2026-07-22,EXACT,100
HARYANA,CHARKHI DADRI,28.579,76.161,39.0,4.0,875.0,LE,167.3,149.3,12.0,N,14,3,2026-07-22,EXACT,100
HARYANA,FARIDABAD,28.348,77.347,6.1,5.3,16.0,N,269.6,175.2,54.0,E,14,4,2026-07-22,EXACT,100
HARYANA,FATEHABAD,29.569,75.577,0.3,5.6,-95.0,LD,88.0,104.5,-16.0,N,14,5,2026-07-22,EXACT,100
HARYANA,GURGAON,28.369,76.94,14.0,8.0,75.0,LE,158.1,177.6,-11.0,N,14,6,2026-07-22,EXACT,100
HARYANA,HISAR,29.212,75.822,5.3,7.9,-33.0,D,83.5,120.6,-31.0,D,14,7,2026-07-22,EXACT,100
HARYANA,JHAJJAR,28.605,76.652,15.4,4.3,258.0,LE,107.5,139.6,-23.0,D,14,8,2026-07-22,EXACT,100
HARYANA,JIND,29.435,76.306,0.0,4.5,-100.0,NR,58.4,158.4,-63.0,LD,14,9,2026-07-22,EXACT,100
HARYANA,KAITHAL,29.812,76.416,0.8,7.7,-89.0,LD,81.3,142.8,-43.0,D,14,10,2026-07-22,EXACT,100
HARYANA,KARNAL,29.688,76.897,2.9,7.9,-64.0,LD,189.0,214.9,-12.0,N,14,11,2026-07-22,EXACT,100
HARYANA,KURUKSHETRA,30.038,76.783,2.6,8.0,-67.0,LD,180.0,164.5,9.0,N,14,12,2026-07-22,EXACT,100
HARYANA,MAHENDRAGARH,28.171,76.138,31.4,6.4,391.0,LE,168.9,162.3,4.0,N,14,13,2026-07-22,EXACT,100
HARYANA,NUH,27.985,77.049,12.7,6.2,105.0,LE,110.4,154.4,-28.0,D,14,14,2026-07-22,EXACT,100
HARYANA,PALWAL,28.06,77.332,23.9,5.1,369.0,LE,168.0,130.1,29.0,E,14,15,2026-07-22,EXACT,100
HARYANA,PANCHKULA,30.681,76.976,3.2,8.2,-61.0,LD,158.8,302.8,-48.0,D,14,16,2026-07-22,EXACT,100
HARYANA,PANIPAT,29.334,76.927,7.8,8.4,-7.0,N,111.8,163.4,-32.0,D,14,17,2026-07-22,EXACT,100
HARYANA,REWARI,28.243,76.537,29.4,6.8,332.0,LE,164.3,161.1,2.0,N,14,18,2026-07-22,EXACT,100
HARYANA,ROHTAK,28.911,76.53,3.6,6.5,-45.0,D,61.6,175.4,-65.0,LD,14,19,2026-07-22,EXACT,100
HARYANA,SIRSA,29.616,74.901,2.7,5.4,-51.0,D,39.0,96.3,-59.0,D,14,20,2026-07-22,EXACT,100
CHHATTISGARH,KORIYA,23.47,82.235,39.3,14.5,171.0,LE,395.1,454.4,-13.0,N,25,20,2026-07-22,EXACT,100
HARYANA,YAMUNA NAGAR,30.234,77.301,0.4,13.1,-97.0,LD,318.3,343.8,-7.0,N,14,22,2026-07-22,EXACT,100
HIMACHAL PRADESH,BILASPUR,31.371,76.67,59.8,8.5,603.0,LE,243.7,285.8,-15.0,N,16,1,2026-07-22,EXACT,100
HIMACHAL PRADESH,CHAMBA,32.675,76.351,12.2,13.0,-7.0,N,321.4,332.3,-3.0,N,16,2,2026-07-22,EXACT,100
HIMACHAL PRADESH,HAMIRPUR,31.667,76.525,11.3,8.8,28.0,E,194.6,330.4,-41.0,D,16,3,2026-07-22,EXACT,100
HIMACHAL PRADESH,KANGRA,32.108,76.316,18.3,16.3,13.0,N,466.5,568.5,-18.0,N,16,4,2026-07-22,EXACT,100
HIMACHAL PRADESH,KINNAUR,31.599,78.405,4.1,3.6,14.0,N,113.6,88.7,28.0,E,16,5,2026-07-22,EXACT,100
HIMACHAL PRADESH,KULLU,31.903,77.399,16.5,6.4,157.0,LE,195.2,212.1,-8.0,N,16,6,2026-07-22,EXACT,100
HIMACHAL PRADESH,LAHAUL & SPITI,32.48,77.618,0.9,5.1,-82.0,LD,74.7,138.6,-46.0,D,16,7,2026-07-22,EXACT,100
HIMACHAL PRADESH,MANDI,31.637,76.991,18.3,13.1,40.0,E,335.7,426.2,-21.0,D,16,8,2026-07-22,EXACT,100
HIMACHAL PRADESH,SHIMLA,31.197,77.632,39.1,8.0,389.0,LE,344.2,255.8,35.0,E,16,9,2026-07-22,EXACT,100
HIMACHAL PRADESH,SIRMAUR,30.667,77.431,27.0,18.6,45.0,E,514.4,477.6,8.0,N,16,10,2026-07-22,EXACT,100
HIMACHAL PRADESH,SOLAN,31.045,76.91,18.7,9.9,88.0,LE,425.1,354.7,20.0,E,16,11,2026-07-22,EXACT,100
HIMACHAL PRADESH,UNA,31.579,76.21,19.5,9.4,108.0,LE,296.1,334.8,-12.0,N,16,12,2026-07-22,EXACT,100
JAMMU & KASHMIR,ANANTNAG,33.827,75.321,,,,,,,,,,,,UNMATCHED,
JAMMU & KASHMIR,BADGAM,33.925,74.64,,,,,,,,,,,,UNMATCHED,
JAMMU & KASHMIR,BANDIPORA,34.491,74.875,,,,,,,,,,,,UNMATCHED,
JAMMU & KASHMIR,BARAMULA,34.165,74.309,,,,,,,,,,,,UNMATCHED,
JAMMU & KASHMIR,DODA,33.09,75.707,,,,,,,,,,,,UNMATCHED,
JAMMU & KASHMIR,GANDERBAL,34.282,75.025,,,,,,,,,,,,UNMATCHED,
JAMMU & KASHMIR,JAMMU,32.798,74.749,,,,,,,,,,,,UNMATCHED,
JAMMU & KASHMIR,KATHUA,32.577,75.589,,,,,,,,,,,,UNMATCHED,
JAMMU & KASHMIR,KISTWAR,33.553,75.966,,,,,,,,,,,,UNMATCHED,
JAMMU & KASHMIR,KULGAM,33.603,74.843,,,,,,,,,,,,UNMATCHED,
JAMMU & KASHMIR,KUPWARA,34.523,74.204,,,,,,,,,,,,UNMATCHED,
JAMMU & KASHMIR,POONCH,33.803,74.014,,,,,,,,,,,,UNMATCHED,
JAMMU & KASHMIR,PULWAMA,33.94,75.017,,,,,,,,,,,,UNMATCHED,
JAMMU & KASHMIR,RAJOURI,33.273,74.38,,,,,,,,,,,,UNMATCHED,
JAMMU & KASHMIR,RAMBAN,33.323,75.195,,,,,,,,,,,,UNMATCHED,
JAMMU & KASHMIR,REASI,33.229,74.841,,,,,,,,,,,,UNMATCHED,
JAMMU & KASHMIR,SAMBA,32.578,75.094,,,,,,,,,,,,UNMATCHED,
JAMMU & KASHMIR,SHOPIAN,33.733,74.818,,,,,,,,,,,,UNMATCHED,
JAMMU & KASHMIR,SRINAGAR,34.116,74.927,,,,,,,,,,,,UNMATCHED,
JAMMU & KASHMIR,UDHAMPUR,32.894,75.303,,,,,,,,,,,,UNMATCHED,
JHARKHAND,BOKARO,23.695,85.996,14.4,6.9,109.0,LE,258.8,363.6,-29.0,D,7,1,2026-07-22,EXACT,100
JHARKHAND,CHATRA,24.173,84.887,0.4,8.0,-96.0,LD,221.3,371.8,-40.0,D,7,2,2026-07-22,EXACT,100
JHARKHAND,DEOGHAR,24.329,86.739,2.2,12.6,-82.0,LD,160.4,413.4,-61.0,LD,8,3,2026-07-22,EXACT,100
JHARKHAND,DHANBAD,23.827,86.471,17.9,9.6,87.0,LE,327.5,424.3,-23.0,D,8,4,2026-07-22,EXACT,100
JHARKHAND,DUMKA,24.319,87.266,5.9,16.0,-63.0,LD,404.7,440.3,-8.0,N,8,5,2026-07-22,EXACT,100
JHARKHAND,EAST SINGHBHUM,22.583,86.451,3.4,9.1,-63.0,LD,264.5,446.0,-41.0,D,8,6,2026-07-22,EXACT,100
JHARKHAND,GARHWA,24.104,83.698,27.1,10.6,155.0,LE,166.6,349.8,-52.0,D,8,7,2026-07-22,EXACT,100
JHARKHAND,GIRIDIH,24.294,86.11,12.7,11.7,9.0,N,212.2,406.6,-48.0,D,8,8,2026-07-22,EXACT,100
JHARKHAND,GODDA,24.859,87.308,17.8,11.5,55.0,E,197.2,379.1,-48.0,D,8,9,2026-07-22,EXACT,100
JHARKHAND,GUMLA,23.103,84.532,18.1,14.0,30.0,E,299.6,437.7,-32.0,D,8,10,2026-07-22,EXACT,100
JHARKHAND,HAZARIBAG,24.055,85.419,11.2,9.6,17.0,N,280.1,424.3,-34.0,D,8,11,2026-07-22,EXACT,100
JHARKHAND,JAMTARA,23.976,86.907,28.2,14.0,102.0,LE,344.0,454.8,-24.0,D,8,12,2026-07-22,EXACT,100
JHARKHAND,KHUNTI,22.994,85.262,38.6,12.7,204.0,LE,348.5,448.4,-22.0,D,8,13,2026-07-22,EXACT,100
JHARKHAND,KODERMA,24.499,85.666,9.2,9.3,-1.0,N,169.4,363.7,-53.0,D,8,14,2026-07-22,EXACT,100
JHARKHAND,LATEHAR,23.719,84.442,11.0,10.0,10.0,N,303.1,410.2,-26.0,D,8,15,2026-07-22,EXACT,100
JHARKHAND,LOHARDAGA,23.476,84.669,17.5,11.8,48.0,E,293.5,412.5,-29.0,D,8,16,2026-07-22,EXACT,100
JHARKHAND,PAKUR,24.564,87.662,11.1,18.7,-41.0,D,187.2,503.0,-63.0,LD,8,17,2026-07-22,EXACT,100
JHARKHAND,PALAMU,24.203,84.167,11.0,8.2,35.0,E,178.0,316.2,-44.0,D,8,18,2026-07-22,EXACT,100
JHARKHAND,RAMGARH,23.635,85.563,12.6,12.2,3.0,N,283.7,411.2,-31.0,D,8,19,2026-07-22,EXACT,100
JHARKHAND,RANCHI,23.329,85.373,22.8,10.9,109.0,LE,320.7,428.1,-25.0,D,8,20,2026-07-22,EXACT,100
JHARKHAND,SAHIBGANJ,25.01,87.677,0.0,16.9,-100.0,NR,2.1,508.1,-99.0,LD,8,21,2026-07-22,EXACT,100
JHARKHAND,SERAIKELA-KHARSAWAN,22.848,85.95,9.2,11.9,-23.0,D,392.5,409.5,-4.0,N,8,22,2026-07-22,EXACT,100
JHARKHAND,SIMDEGA,22.582,84.564,16.1,18.4,-13.0,N,436.1,537.8,-19.0,N,8,23,2026-07-22,EXACT,100
JHARKHAND,WEST SINGHBHUM,22.421,85.518,38.9,10.7,263.0,LE,336.3,400.8,-16.0,N,8,24,2026-07-22,EXACT,100
KARNATAKA,BAGALKOTE,16.221,75.626,,,,,,,,,,,,UNMATCHED,
KARNATAKA,BALLARI,15.11,76.533,,,,,,,,,,,,UNMATCHED,
KARNATAKA,BELAGAVI,16.121,74.824,,,,,,,,,,,,UNMATCHED,
KARNATAKA,BENGALURU RURAL,13.227,77.574,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,BHOPAL,23.47,77.391,,,,,,,,,,,,UNMATCHED,
KARNATAKA,BIDAR,17.952,77.225,,,,,,,,,,,,UNMATCHED,
KARNATAKA,CHAMARAJANAGAR,11.958,77.098,,,,,,,,,,,,UNMATCHED,
KARNATAKA,CHIKABALLAPURA,13.578,77.835,,,,,,,,,,,,UNMATCHED,
KARNATAKA,CHIKKAMAGALURU,13.455,75.691,,,,,,,,,,,,UNMATCHED,
KARNATAKA,CHITRADURGA,14.169,76.515,,,,,,,,,,,,UNMATCHED,
KARNATAKA,DAKSHINA KANNADA,12.853,75.251,,,,,,,,,,,,UNMATCHED,
KARNATAKA,DAVANGERE,14.409,75.954,,,,,,,,,,,,UNMATCHED,
KARNATAKA,DHARWAD,15.39,75.152,,,,,,,,,,,,UNMATCHED,
KARNATAKA,GADAG,15.431,75.665,,,,,,,,,,,,UNMATCHED,
KARNATAKA,HASSAN,12.996,76.108,,,,,,,,,,,,UNMATCHED,
KARNATAKA,HAVERI,14.739,75.417,,,,,,,,,,,,UNMATCHED,
KARNATAKA,KALABURAGI,17.26,76.869,,,,,,,,,,,,UNMATCHED,
KARNATAKA,KODAGU,12.325,75.801,,,,,,,,,,,,UNMATCHED,
KARNATAKA,KOLAR,13.14,78.218,,,,,,,,,,,,UNMATCHED,
KARNATAKA,KOPPAL,15.563,76.222,,,,,,,,,,,,UNMATCHED,
KARNATAKA,MANDYA,12.611,76.797,,,,,,,,,,,,UNMATCHED,
KARNATAKA,MYSURU,12.211,76.44,,,,,,,,,,,,UNMATCHED,
KARNATAKA,RAICHUR,16.091,76.892,,,,,,,,,,,,UNMATCHED,
KARNATAKA,RAMANAGARA,12.679,77.335,,,,,,,,,,,,UNMATCHED,
KARNATAKA,SHIVAMOGGA,14.043,75.22,,,,,,,,,,,,UNMATCHED,
KARNATAKA,TUMAKURU,13.522,76.946,,,,,,,,,,,,UNMATCHED,
KARNATAKA,UDUPI,13.498,74.872,,,,,,,,,,,,UNMATCHED,
KARNATAKA,UTTARA KANNADA,14.792,74.62,,,,,,,,,,,,UNMATCHED,
KARNATAKA,VIJAYANAGARA,15.139,76.921,,,,,,,,,,,,UNMATCHED,
KARNATAKA,VIJAYAPURA,16.794,75.953,,,,,,,,,,,,UNMATCHED,
KARNATAKA,YADGIR,16.627,76.913,,,,,,,,,,,,UNMATCHED,
KERALA,ALAPUZHA,9.427,76.448,0.0,12.6,-100.0,NR,619.5,913.2,-32.0,D,31,1,2026-07-22,EXACT,100
KERALA,ERNAKULAM,10.084,76.546,1.2,16.6,-93.0,LD,798.5,1187.0,-33.0,D,31,2,2026-07-22,EXACT,100
KERALA,IDUKKI,9.84,77.057,0.3,22.1,-99.0,LD,532.6,1307.7,-59.0,D,31,3,2026-07-22,EXACT,100
KERALA,KANNUR,12.001,75.524,13.3,27.6,-52.0,D,1134.0,1548.5,-27.0,D,31,4,2026-07-22,EXACT,100
KERALA,KASARGOD,12.462,75.152,12.4,31.4,-61.0,LD,1271.5,1692.5,-25.0,D,31,5,2026-07-22,EXACT,100
KERALA,KOLLAM,8.962,76.873,0.8,9.2,-91.0,LD,417.8,675.6,-38.0,D,31,6,2026-07-22,EXACT,100
KERALA,KOTTAYAM,9.637,76.651,0.8,12.6,-93.0,LD,844.6,1060.6,-20.0,D,31,7,2026-07-22,EXACT,100
KERALA,KOZHIKODE,11.485,75.834,14.0,23.7,-41.0,D,1156.0,1523.4,-24.0,D,31,8,2026-07-22,EXACT,100
KERALA,MALAPPURAM,11.134,76.155,7.1,17.8,-60.0,LD,781.8,1109.0,-30.0,D,31,9,2026-07-22,EXACT,100
KERALA,PALAKKAD,10.795,76.557,4.9,13.9,-65.0,LD,530.3,844.0,-37.0,D,31,10,2026-07-22,EXACT,100
KERALA,PATHANAMTHITTA,9.285,76.927,0.2,11.3,-98.0,LD,655.2,857.9,-24.0,D,31,11,2026-07-22,EXACT,100
KERALA,THIRUVANANTHAPURAM,8.609,77.013,1.3,4.2,-69.0,LD,409.2,456.9,-10.0,N,31,12,2026-07-22,EXACT,100
KERALA,THRISSUR,10.472,76.315,6.0,17.2,-65.0,LD,788.8,1207.4,-35.0,D,32,13,2026-07-22,EXACT,100
KERALA,WYNAD,11.712,76.098,2.7,23.8,-88.0,LD,538.6,1350.2,-60.0,LD,32,14,2026-07-22,EXACT,100
LADAKH,KARGIL,33.886,76.508,,,,,,,,,,,,UNMATCHED,
LADAKH,LADAKH (LEH),35.036,76.806,,,,,,,,,,,,UNMATCHED,
LAKSHADWEEP,LAKSHADWEEP,10.449,72.953,3.1,6.5,-53.0,D,381.4,551.7,-31.0,D,32,1,2026-07-22,EXACT,100
MADHYA PRADESH,AGAR-MALWA,23.815,76.089,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,ALIRAJPUR,22.315,74.364,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,ANUPPUR,23.057,81.682,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,ASHOKNAGAR,24.609,77.875,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,BALAGHAT,21.881,80.359,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,BARWANI,21.788,75.021,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,BETUL,21.879,77.871,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,BHIND,26.422,78.721,,,,,,,,,,,,UNMATCHED,
CHHATTISGARH,BALRAMPUR,23.593,83.501,15.7,10.1,55.0,E,407.4,361.5,13.0,N,24,3,2026-07-22,EXACT,100
MADHYA PRADESH,BURHANPUR,21.37,76.369,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,CHHATARPUR,24.798,79.666,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,CHHINDWARA,22.122,78.854,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,DAMOH,23.812,79.527,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,DATIA,25.801,78.597,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,DEWAS,22.744,76.457,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,DHAR,22.498,75.104,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,DINDORI,22.89,81.051,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,GUNA,24.556,77.199,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,GWALIOR,26.04,78.146,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,HARDA,22.233,77.123,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,INDORE,22.713,75.782,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,JABALPUR,23.234,79.976,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,JHABUA,22.892,74.672,,,,,,,,,,,,UNMATCHED,
UTTAR PRADESH,BALRAMPUR,27.484,82.375,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,KHANDWA,21.935,76.568,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,KHARGONE,21.919,75.771,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,MAIHAR,24.265,80.76,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,MANDLA,22.639,80.512,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,MANDSAUR,24.204,75.405,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,MAUGANJ,24.667,81.88,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,MORENA,26.413,77.868,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,NARMADAPURAM,22.745,77.736,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,NARSINGHPUR,22.936,79.088,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,NEEMUCH,24.592,75.142,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,NIWARI,25.285,78.749,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,PANDHURNA,21.6,78.52,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,KATNI,23.753,80.403,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,RAISEN,23.22,78.121,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,RAJGARH,23.861,76.732,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,RATLAM,23.502,75.089,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,REWA,24.755,81.587,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,SAGAR,23.85,78.76,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,SATNA,24.531,80.831,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,SEHORE,22.988,77.127,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,SEONI,22.317,79.689,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,SHAHDOL,23.629,81.474,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,SHAJAPUR,23.366,76.575,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,SHEOPUR,25.754,77.007,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,SHIVPURI,25.366,77.805,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,SIDHI,24.221,81.834,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,SINGRAULI,24.215,82.419,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,TIKAMGARH,24.883,79.016,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,UJJAIN,23.331,75.669,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,UMARIA,23.562,80.974,,,,,,,,,,,,UNMATCHED,
MADHYA PRADESH,VIDISHA,23.892,77.813,,,,,,,,,,,,UNMATCHED,
MAHARASHTRA,AHMEDNAGAR,19.205,74.675,,,,,,,,,,,,UNMATCHED,
MAHARASHTRA,AKOLA,20.748,77.055,,,,,,,,,,,,UNMATCHED,
MAHARASHTRA,AMRAOTI,21.187,77.57,,,,,,,,,,,,UNMATCHED,
MAHARASHTRA,BEED,18.946,75.838,,,,,,,,,,,,UNMATCHED,
MAHARASHTRA,BHANDARA,21.122,79.759,,,,,,,,,,,,UNMATCHED,
MAHARASHTRA,BULDHANA,20.511,76.407,,,,,,,,,,,,UNMATCHED,
MAHARASHTRA,CHANDRAPUR,20.118,79.44,,,,,,,,,,,,UNMATCHED,
MAHARASHTRA,CHHATRAPATI SAMBHAJINAGAR,20.029,75.281,,,,,,,,,,,,UNMATCHED,
MAHARASHTRA,DHARASHIV,18.188,76.038,,,,,,,,,,,,UNMATCHED,
MAHARASHTRA,DHULE,21.11,74.6,,,,,,,,,,,,UNMATCHED,
MAHARASHTRA,GADCHIROLI,19.788,80.241,,,,,,,,,,,,UNMATCHED,
MAHARASHTRA,GONDIA,21.159,80.212,,,,,,,,,,,,UNMATCHED,
MAHARASHTRA,HINGOLI,19.62,77.101,,,,,,,,,,,,UNMATCHED,
MAHARASHTRA,JALGAON,20.934,75.487,,,,,,,,,,,,UNMATCHED,
MAHARASHTRA,JALNA,19.808,75.981,,,,,,,,,,,,UNMATCHED,
MAHARASHTRA,KOLHAPUR,16.47,74.159,,,,,,,,,,,,UNMATCHED,
MAHARASHTRA,LATUR,18.374,76.76,,,,,,,,,,,,UNMATCHED,
MAHARASHTRA,MUMBAI CITY,18.961,72.852,35.6,20.2,76.0,LE,1479.4,1083.6,37.0,E,23,1,2026-07-22,EXACT,100
MAHARASHTRA,MUMBAI SUBURBAN,19.132,72.885,48.4,24.3,99.0,LE,1788.1,1160.7,54.0,E,23,2,2026-07-22,EXACT,100
MAHARASHTRA,NAGPUR,21.178,79.085,,,,,,,,,,,,UNMATCHED,
MAHARASHTRA,NANDED,19.112,77.618,,,,,,,,,,,,UNMATCHED,
MAHARASHTRA,NANDURBAR,21.55,74.216,,,,,,,,,,,,UNMATCHED,
MAHARASHTRA,NASHIK,20.26,74.071,,,,,,,,,,,,UNMATCHED,
MAHARASHTRA,PALGHAR,19.794,73.019,81.0,31.6,156.0,LE,1660.9,1043.8,59.0,E,23,3,2026-07-22,EXACT,100
MAHARASHTRA,PARBHANI,19.271,76.678,,,,,,,,,,,,UNMATCHED,
MAHARASHTRA,PUNE,18.571,74.068,,,,,,,,,,,,UNMATCHED,
MAHARASHTRA,RAIGAD,18.52,73.218,61.9,35.3,75.0,LE,1824.5,1485.7,23.0,E,23,4,2026-07-22,EXACT,100
MAHARASHTRA,RATNAGIRI,17.273,73.455,48.2,33.5,44.0,E,1575.0,1641.0,-4.0,N,23,5,2026-07-22,EXACT,100
MAHARASHTRA,SANGLI,17.114,74.768,,,,,,,,,,,,UNMATCHED,
MAHARASHTRA,SATARA,17.67,74.172,,,,,,,,,,,,UNMATCHED,
MAHARASHTRA,SHOLAPUR,17.791,75.483,,,,,,,,,,,,UNMATCHED,
MAHARASHTRA,SINDHUDURG,16.133,73.739,39.0,32.1,22.0,E,1031.1,1629.7,-37.0,D,23,6,2026-07-22,EXACT,100
MAHARASHTRA,THANE,19.361,73.321,46.3,27.7,67.0,LE,1286.4,1129.1,14.0,N,23,7,2026-07-22,EXACT,100
MAHARASHTRA,WARDHA,20.797,78.586,,,,,,,,,,,,UNMATCHED,
MAHARASHTRA,WASHIM,20.234,77.217,,,,,,,,,,,,UNMATCHED,
MAHARASHTRA,YEOTMAL,20.083,78.161,,,,,,,,,,,,UNMATCHED,
MANIPUR,BISHNUPUR,24.538,93.799,10.4,9.5,9.0,N,174.9,551.2,-68.0,LD,4,1,2026-07-22,EXACT,100
MANIPUR,CHANDEL,24.14,94.014,0.0,9.5,-100.0,NR,237.4,551.2,-57.0,D,4,2,2026-07-22,EXACT,100
MANIPUR,CHURACHANDPUR,24.28,93.603,46.0,9.5,384.0,LE,88.5,551.2,-84.0,LD,4,3,2026-07-22,EXACT,100
MANIPUR,IMPHAL EAST,24.826,94.009,4.9,5.4,-10.0,N,254.8,373.5,-32.0,D,4,4,2026-07-22,EXACT,100
MANIPUR,IMPHAL WEST,24.772,93.868,16.8,18.2,-8.0,N,175.4,816.8,-79.0,LD,4,5,2026-07-22,EXACT,100
MANIPUR,SENAPATI,25.398,94.127,0.8,3.3,-76.0,LD,216.9,348.1,-38.0,D,4,6,2026-07-22,EXACT,100
MANIPUR,TAMENGLONG,25.047,93.556,7.5,15.7,-52.0,D,1097.1,2295.4,-52.0,D,4,7,2026-07-22,EXACT,100
MANIPUR,THOUBAL,24.621,94.012,0.0,5.4,-100.0,NR,129.5,373.5,-65.0,LD,4,8,2026-07-22,EXACT,100
MANIPUR,UKHRUL,25.23,94.427,0.6,8.5,-93.0,LD,268.1,535.8,-50.0,D,4,9,2026-07-22,EXACT,100
MIZORAM,MAMIT,23.753,92.463,3.3,11.3,-71.0,LD,396.4,673.7,-41.0,D,4,6,2026-07-22,EXACT,100
MEGHALAYA,EAST JAINTIA HILLS,25.258,92.469,14.0,56.7,-75.0,LD,865.7,2374.8,-64.0,LD,3,2,2026-07-22,EXACT,100
MEGHALAYA,EAST KHASI HILLS,25.381,91.797,24.5,37.2,-34.0,D,1328.1,2390.3,-44.0,D,3,3,2026-07-22,EXACT,100
MEGHALAYA,NORTH GARO HILLS,25.856,90.665,1.5,11.4,-87.0,LD,353.6,920.1,-62.0,LD,3,4,2026-07-22,EXACT,100
MEGHALAYA,RI BHOI,25.871,91.886,1.2,12.9,-90.0,LD,407.2,695.0,-41.0,D,3,5,2026-07-22,EXACT,100
MEGHALAYA,SOUTH GARO HILLS,25.302,90.582,8.9,11.4,-22.0,D,502.6,920.1,-45.0,D,3,6,2026-07-22,EXACT,100
MEGHALAYA,SOUTH WEST GARO HILLS,25.446,89.993,5.1,11.4,-56.0,D,483.2,920.1,-47.0,D,3,7,2026-07-22,EXACT,100
MEGHALAYA,SOUTH WEST KHASI HILLS,25.321,91.243,27.8,11.4,143.0,LE,1810.4,920.1,97.0,LE,3,8,2026-07-22,EXACT,100
MEGHALAYA,WEST GARO HILLS,25.653,90.196,1.8,17.0,-89.0,LD,331.0,911.5,-64.0,LD,3,9,2026-07-22,EXACT,100
MEGHALAYA,WEST JAINTIA HILLS,25.483,92.285,8.1,56.7,-86.0,LD,582.4,2374.8,-75.0,LD,3,10,2026-07-22,EXACT,100
MEGHALAYA,WEST KHASI HILLS,25.605,91.263,6.5,38.4,-83.0,LD,447.4,1377.5,-68.0,LD,3,11,2026-07-22,EXACT,100
MIZORAM,AIZAWL,23.836,92.824,19.6,13.3,47.0,E,602.6,686.1,-12.0,N,3,1,2026-07-22,EXACT,100
MIZORAM,CHAMPHAI,23.425,93.304,13.2,11.3,17.0,N,477.5,578.1,-17.0,N,3,2,2026-07-22,EXACT,100
MIZORAM,KOLASIB,24.158,92.727,4.6,11.7,-60.0,LD,514.3,730.3,-30.0,D,4,3,2026-07-22,EXACT,100
MIZORAM,LAWNGTLAI,22.434,92.769,15.2,15.1,1.0,N,715.0,801.9,-11.0,N,4,4,2026-07-22,EXACT,100
MIZORAM,LUNGLEI,22.968,92.643,8.6,14.9,-43.0,D,659.3,797.2,-17.0,N,4,5,2026-07-22,EXACT,100
MADHYA PRADESH,PANNA,24.419,80.189,,,,,,,,,,,,UNMATCHED,
